Variable / Field Name,Form Name
chrpharm_med18_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med18_invalid_past,past_pharmaceutical_treatment
chrpharm_med18_frequency_past,past_pharmaceutical_treatment
chrpharm_med18_datasource_past,past_pharmaceutical_treatment
chrpharm_med18_other_past,past_pharmaceutical_treatment
chrpharm_med18_comp_past,past_pharmaceutical_treatment
chrpharm_med18_indication_past,past_pharmaceutical_treatment
chrpharm_med18_other2_past,past_pharmaceutical_treatment
chrpharm_med18_comments_past,past_pharmaceutical_treatment
chrpharm_med18_add_past,past_pharmaceutical_treatment
chrpharm_med19_past,past_pharmaceutical_treatment
chrpharm_med19_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med19_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med19_past,past_pharmaceutical_treatment
chrpharm_med19_onset_past,past_pharmaceutical_treatment
chrpharm_med19_offset_past,past_pharmaceutical_treatment
chrpharm_med19_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med19_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med19_use_past,past_pharmaceutical_treatment
chrpharm_med19_dosage_past,past_pharmaceutical_treatment
chrpharm_med19_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med19_invalid_past,past_pharmaceutical_treatment
chrpharm_med19_frequency_past,past_pharmaceutical_treatment
chrpharm_med19_datasource_past,past_pharmaceutical_treatment
chrpharm_med19_other_past,past_pharmaceutical_treatment
chrpharm_med19_comp_past,past_pharmaceutical_treatment
chrpharm_med19_indication_past,past_pharmaceutical_treatment
chrpharm_med19_other2_past,past_pharmaceutical_treatment
chrpharm_med19_comments_past,past_pharmaceutical_treatment
chrpharm_med19_add_past,past_pharmaceutical_treatment
chrpharm_med20_past,past_pharmaceutical_treatment
chrpharm_med20_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med20_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med20_past,past_pharmaceutical_treatment
chrpharm_med20_onset_past,past_pharmaceutical_treatment
chrpharm_med20_offset_past,past_pharmaceutical_treatment
chrpharm_med20_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med20_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med20_use_past,past_pharmaceutical_treatment
chrpharm_med20_dosage_past,past_pharmaceutical_treatment
chrpharm_med20_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med20_invalid_past,past_pharmaceutical_treatment
chrpharm_med20_frequency_past,past_pharmaceutical_treatment
chrpharm_med20_datasource_past,past_pharmaceutical_treatment
chrpharm_med20_other_past,past_pharmaceutical_treatment
chrpharm_med20_comp_past,past_pharmaceutical_treatment
chrpharm_med20_indication_past,past_pharmaceutical_treatment
chrpharm_med20_other2_past,past_pharmaceutical_treatment
chrpharm_med20_comments_past,past_pharmaceutical_treatment
chrpharm_med20_add_past,past_pharmaceutical_treatment
chrpharm_med21_past,past_pharmaceutical_treatment
chrpharm_med21_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med21_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med21_past,past_pharmaceutical_treatment
chrpharm_med21_onset_past,past_pharmaceutical_treatment
chrpharm_med21_offset_past,past_pharmaceutical_treatment
chrpharm_med21_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med21_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med21_use_past,past_pharmaceutical_treatment
chrpharm_med21_dosage_past,past_pharmaceutical_treatment
chrpharm_med21_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med21_invalid_past,past_pharmaceutical_treatment
chrpharm_med21_frequency_past,past_pharmaceutical_treatment
chrpharm_med21_datasource_past,past_pharmaceutical_treatment
chrpharm_med21_comp_past,past_pharmaceutical_treatment
chrpharm_med21_other_past,past_pharmaceutical_treatment
chrpharm_med21_indication_past,past_pharmaceutical_treatment
chrpharm_med21_other2_past,past_pharmaceutical_treatment
chrpharm_med21_comments_past,past_pharmaceutical_treatment
chrpharm_med21_add_past,past_pharmaceutical_treatment
chrpharm_med22_past,past_pharmaceutical_treatment
chrpharm_med22_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med22_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med22_past,past_pharmaceutical_treatment
chrpharm_med22_indication_past,past_pharmaceutical_treatment
chrpharm_med22_onset_past,past_pharmaceutical_treatment
chrpharm_med22_offset_past,past_pharmaceutical_treatment
chrpharm_med22_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med22_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med22_use_past,past_pharmaceutical_treatment
chrpharm_med22_dosage_past,past_pharmaceutical_treatment
chrpharm_med22_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med22_invalid_past,past_pharmaceutical_treatment
chrpharm_med22_frequency_past,past_pharmaceutical_treatment
chrpharm_med22_datasource_past,past_pharmaceutical_treatment
chrpharm_med22_other_past,past_pharmaceutical_treatment
chrpharm_med22_comp_past,past_pharmaceutical_treatment
chrpharm_med22_other2_past,past_pharmaceutical_treatment
chrpharm_med22_comments_past,past_pharmaceutical_treatment
chrpharm_med22_add_past,past_pharmaceutical_treatment
chrpharm_med23_past,past_pharmaceutical_treatment
chrpharm_med23_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med23_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med23_past,past_pharmaceutical_treatment
chrpharm_med23_onset_past,past_pharmaceutical_treatment
chrpharm_med23_offset_past,past_pharmaceutical_treatment
chrpharm_med23_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med23_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med23_use_past,past_pharmaceutical_treatment
chrpharm_med23_dosage_past,past_pharmaceutical_treatment
chrpharm_med23_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med23_invalid_past,past_pharmaceutical_treatment
chrpharm_med23_frequency_past,past_pharmaceutical_treatment
chrpharm_med23_datasource_past,past_pharmaceutical_treatment
chrpharm_med23_other_past,past_pharmaceutical_treatment
chrpharm_med23_comp_past,past_pharmaceutical_treatment
chrpharm_med23_indication_past,past_pharmaceutical_treatment
chrpharm_med23_other2_past,past_pharmaceutical_treatment
chrpharm_med23_comments_past,past_pharmaceutical_treatment
chrpharm_med23_add_past,past_pharmaceutical_treatment
chrpharm_med24_past,past_pharmaceutical_treatment
chrpharm_med24_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med24_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med24_past,past_pharmaceutical_treatment
chrpharm_med24_onset_past,past_pharmaceutical_treatment
chrpharm_med24_offset_past,past_pharmaceutical_treatment
chrpharm_med24_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med24_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med24_use_past,past_pharmaceutical_treatment
chrpharm_med24_dosage_past,past_pharmaceutical_treatment
chrpharm_med24_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med24_invalid_past,past_pharmaceutical_treatment
chrpharm_med24_frequency_past,past_pharmaceutical_treatment
chrpharm_med24_datasource_past,past_pharmaceutical_treatment
chrpharm_med24_other_past,past_pharmaceutical_treatment
chrpharm_med24_comp_past,past_pharmaceutical_treatment
chrpharm_med24_indication_past,past_pharmaceutical_treatment
chrpharm_med24_other2_past,past_pharmaceutical_treatment
chrpharm_med24_comments_past,past_pharmaceutical_treatment
chrpharm_med24_add_past,past_pharmaceutical_treatment
chrpharm_med25_past,past_pharmaceutical_treatment
chrpharm_med25_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med25_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med25_past,past_pharmaceutical_treatment
chrpharm_med25_onset_past,past_pharmaceutical_treatment
chrpharm_med25_offset_past,past_pharmaceutical_treatment
chrpharm_med25_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med25_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med25_use_past,past_pharmaceutical_treatment
chrpharm_med25_dosage_past,past_pharmaceutical_treatment
chrpharm_med25_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med25_invalid_past,past_pharmaceutical_treatment
chrpharm_med25_frequency_past,past_pharmaceutical_treatment
chrpharm_med25_datasource_past,past_pharmaceutical_treatment
chrpharm_med25_other_past,past_pharmaceutical_treatment
chrpharm_med25_comp_past,past_pharmaceutical_treatment
chrpharm_med25_indication_past,past_pharmaceutical_treatment
chrpharm_med25_other2_past,past_pharmaceutical_treatment
chrpharm_med25_comments_past,past_pharmaceutical_treatment
chrpharm_med25_add_past,past_pharmaceutical_treatment
chrpharm_med26_past,past_pharmaceutical_treatment
chrpharm_med26_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med26_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med26_past,past_pharmaceutical_treatment
chrpharm_med26_onset_past,past_pharmaceutical_treatment
chrpharm_med26_offset_past,past_pharmaceutical_treatment
chrpharm_med26_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med26_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med26_use_past,past_pharmaceutical_treatment
chrpharm_med26_dosage_past,past_pharmaceutical_treatment
chrpharm_med26_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med26_invalid_past,past_pharmaceutical_treatment
chrpharm_med26_frequency_past,past_pharmaceutical_treatment
chrpharm_med26_datasource_past,past_pharmaceutical_treatment
chrpharm_med26_other_past,past_pharmaceutical_treatment
chrpharm_med26_comp_past,past_pharmaceutical_treatment
chrpharm_med26_indication_past,past_pharmaceutical_treatment
chrpharm_med26_other2_past,past_pharmaceutical_treatment
chrpharm_med26_comments_past,past_pharmaceutical_treatment
chrpharm_med26_add_past,past_pharmaceutical_treatment
chrpharm_med27_past,past_pharmaceutical_treatment
chrpharm_med27_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med27_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med27_past,past_pharmaceutical_treatment
chrpharm_med27_onset_past,past_pharmaceutical_treatment
chrpharm_med27_offset_past,past_pharmaceutical_treatment
chrpharm_med27_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med27_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med27_use_past,past_pharmaceutical_treatment
chrpharm_med27_dosage_past,past_pharmaceutical_treatment
chrpharm_med27_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med27_invalid_past,past_pharmaceutical_treatment
chrpharm_med27_frequency_past,past_pharmaceutical_treatment
chrpharm_med27_datasource_past,past_pharmaceutical_treatment
chrpharm_med27_other_past,past_pharmaceutical_treatment
chrpharm_med27_comp_past,past_pharmaceutical_treatment
chrpharm_med27_indication_past,past_pharmaceutical_treatment
chrpharm_med27_other2_past,past_pharmaceutical_treatment
chrpharm_med27_comments_past,past_pharmaceutical_treatment
chrpharm_med27_add_past,past_pharmaceutical_treatment
chrpharm_med28_past,past_pharmaceutical_treatment
chrpharm_med28_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med28_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med28_past,past_pharmaceutical_treatment
chrpharm_med28_onset_past,past_pharmaceutical_treatment
chrpharm_med28_offset_past,past_pharmaceutical_treatment
chrpharm_med28_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med28_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med28_use_past,past_pharmaceutical_treatment
chrpharm_med28_dosage_past,past_pharmaceutical_treatment
chrpharm_med28_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med28_invalid_past,past_pharmaceutical_treatment
chrpharm_med28_frequency_past,past_pharmaceutical_treatment
chrpharm_med28_datasource_past,past_pharmaceutical_treatment
chrpharm_med28_other_past,past_pharmaceutical_treatment
chrpharm_med28_comp_past,past_pharmaceutical_treatment
chrpharm_med28_indication_past,past_pharmaceutical_treatment
chrpharm_med28_other2_past,past_pharmaceutical_treatment
chrpharm_med28_comments_past,past_pharmaceutical_treatment
chrpharm_med28_add_past,past_pharmaceutical_treatment
chrpharm_med29_past,past_pharmaceutical_treatment
chrpharm_med29_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med29_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med29_past,past_pharmaceutical_treatment
chrpharm_med29_onset_past,past_pharmaceutical_treatment
chrpharm_med29_offset_past,past_pharmaceutical_treatment
chrpharm_med29_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med29_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med29_use_past,past_pharmaceutical_treatment
chrpharm_med29_dosage_past,past_pharmaceutical_treatment
chrpharm_med29_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med29_invalid_past,past_pharmaceutical_treatment
chrpharm_med29_frequency_past,past_pharmaceutical_treatment
chrpharm_med29_datasource_past,past_pharmaceutical_treatment
chrpharm_med29_other_past,past_pharmaceutical_treatment
chrpharm_med29_comp_past,past_pharmaceutical_treatment
chrpharm_med29_indication_past,past_pharmaceutical_treatment
chrpharm_med29_other2_past,past_pharmaceutical_treatment
chrpharm_med29_comments_past,past_pharmaceutical_treatment
chrpharm_med29_add_past,past_pharmaceutical_treatment
chrpharm_med30_past,past_pharmaceutical_treatment
chrpharm_med30_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med30_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med30_past,past_pharmaceutical_treatment
chrpharm_med30_onset_past,past_pharmaceutical_treatment
chrpharm_med30_offset_past,past_pharmaceutical_treatment
chrpharm_med30_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med30_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med30_use_past,past_pharmaceutical_treatment
chrpharm_med30_dosage_past,past_pharmaceutical_treatment
chrpharm_med30_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med30_frequency_past,past_pharmaceutical_treatment
chrpharm_med30_invalid_past,past_pharmaceutical_treatment
chrpharm_med30_datasource_past,past_pharmaceutical_treatment
chrpharm_med30_other_past,past_pharmaceutical_treatment
chrpharm_med30_comp_past,past_pharmaceutical_treatment
chrpharm_med30_indication_past,past_pharmaceutical_treatment
chrpharm_med30_other2_past,past_pharmaceutical_treatment
chrpharm_med30_comments_past,past_pharmaceutical_treatment
chrpharm_med30_add_past,past_pharmaceutical_treatment
chrpharm_med31_past,past_pharmaceutical_treatment
chrpharm_med31_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med31_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med31_past,past_pharmaceutical_treatment
chrpharm_med31_onset_past,past_pharmaceutical_treatment
chrpharm_med31_offset_past,past_pharmaceutical_treatment
chrpharm_med31_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med31_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med31_use_past,past_pharmaceutical_treatment
chrpharm_med31_dosage_past,past_pharmaceutical_treatment
chrpharm_med31_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med31_invalid_past,past_pharmaceutical_treatment
chrpharm_med31_frequency_past,past_pharmaceutical_treatment
chrpharm_med31_datasource_past,past_pharmaceutical_treatment
chrpharm_med31_other_past,past_pharmaceutical_treatment
chrpharm_med31_indication_past,past_pharmaceutical_treatment
chrpharm_med31_comp_past,past_pharmaceutical_treatment
chrpharm_med31_other2_past,past_pharmaceutical_treatment
chrpharm_med31_comments_past,past_pharmaceutical_treatment
chrpharm_med31_add_past,past_pharmaceutical_treatment
chrpharm_med32_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med32_past,past_pharmaceutical_treatment
chrpharm_med32_name_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med32_past,past_pharmaceutical_treatment
chrpharm_med32_onset_past,past_pharmaceutical_treatment
chrpharm_med32_offset_past,past_pharmaceutical_treatment
chrpharm_med32_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med32_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med32_use_past,past_pharmaceutical_treatment
chrpharm_med32_dosage_past,past_pharmaceutical_treatment
chrpharm_med32_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med32_invalid_past,past_pharmaceutical_treatment
chrpharm_med32_frequency_past,past_pharmaceutical_treatment
chrpharm_med32_datasource_past,past_pharmaceutical_treatment
chrpharm_med32_other_past,past_pharmaceutical_treatment
chrpharm_med32_comp_past,past_pharmaceutical_treatment
chrpharm_med32_indication_past,past_pharmaceutical_treatment
chrpharm_med32_other2_past,past_pharmaceutical_treatment
chrpharm_med32_comments_past,past_pharmaceutical_treatment
chrpharm_med32_add_past,past_pharmaceutical_treatment
chrpharm_med33_past,past_pharmaceutical_treatment
chrpharm_med33_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med33_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med33_past,past_pharmaceutical_treatment
chrpharm_med33_onset_past,past_pharmaceutical_treatment
chrpharm_med33_offset_past,past_pharmaceutical_treatment
chrpharm_med33_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med33_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med33_use_past,past_pharmaceutical_treatment
chrpharm_med33_dosage_past,past_pharmaceutical_treatment
chrpharm_med33_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med33_invalid_past,past_pharmaceutical_treatment
chrpharm_med33_frequency_past,past_pharmaceutical_treatment
chrpharm_med33_datasource_past,past_pharmaceutical_treatment
chrpharm_med33_other_past,past_pharmaceutical_treatment
chrpharm_med33_comp_past,past_pharmaceutical_treatment
chrpharm_med33_indication_past,past_pharmaceutical_treatment
chrpharm_med33_other2_past,past_pharmaceutical_treatment
chrpharm_med33_comments_past,past_pharmaceutical_treatment
chrpharm_med33_add_past,past_pharmaceutical_treatment
chrpharm_med34_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med34_past,past_pharmaceutical_treatment
chrpharm_med34_name_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med34_past,past_pharmaceutical_treatment
chrpharm_med34_onset_past,past_pharmaceutical_treatment
chrpharm_med34_offset_past,past_pharmaceutical_treatment
chrpharm_med34_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med34_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med34_use_past,past_pharmaceutical_treatment
chrpharm_med34_dosage_past,past_pharmaceutical_treatment
chrpharm_med34_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med34_invalid_past,past_pharmaceutical_treatment
chrpharm_med34_frequency_past,past_pharmaceutical_treatment
chrpharm_med34_datasource_past,past_pharmaceutical_treatment
chrpharm_med34_other_past,past_pharmaceutical_treatment
chrpharm_med34_comp_past,past_pharmaceutical_treatment
chrpharm_med34_indication_past,past_pharmaceutical_treatment
chrpharm_med34_other2_past,past_pharmaceutical_treatment
chrpharm_med34_comments_past,past_pharmaceutical_treatment
chrpharm_med34_add_past,past_pharmaceutical_treatment
chrpharm_med35_past,past_pharmaceutical_treatment
chrpharm_med35_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med35_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med35_past,past_pharmaceutical_treatment
chrpharm_med35_onset_past,past_pharmaceutical_treatment
chrpharm_med35_offset_past,past_pharmaceutical_treatment
chrpharm_med35_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med35_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med35_use_past,past_pharmaceutical_treatment
chrpharm_med35_dosage_past,past_pharmaceutical_treatment
chrpharm_med35_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med35_invalid_past,past_pharmaceutical_treatment
chrpharm_med35_frequency_past,past_pharmaceutical_treatment
chrpharm_med35_datasource_past,past_pharmaceutical_treatment
chrpharm_med35_other_past,past_pharmaceutical_treatment
chrpharm_med35_comp_past,past_pharmaceutical_treatment
chrpharm_med35_indication_past,past_pharmaceutical_treatment
chrpharm_med35_other2_past,past_pharmaceutical_treatment
chrpharm_med35_comments_past,past_pharmaceutical_treatment
chrpharm_med35_add_past,past_pharmaceutical_treatment
chrpharm_med36_past,past_pharmaceutical_treatment
chrpharm_med36_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med36_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med36_past,past_pharmaceutical_treatment
chrpharm_med36_onset_past,past_pharmaceutical_treatment
chrpharm_med36_offset_past,past_pharmaceutical_treatment
chrpharm_med36_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med36_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med36_use_past,past_pharmaceutical_treatment
chrpharm_med36_dosage_past,past_pharmaceutical_treatment
chrpharm_med36_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med36_invalid_past,past_pharmaceutical_treatment
chrpharm_med36_frequency_past,past_pharmaceutical_treatment
chrpharm_med36_datasource_past,past_pharmaceutical_treatment
chrpharm_med36_other_past,past_pharmaceutical_treatment
chrpharm_med36_comp_past,past_pharmaceutical_treatment
chrpharm_med36_indication_past,past_pharmaceutical_treatment
chrpharm_med36_other2_past,past_pharmaceutical_treatment
chrpharm_med36_comments_past,past_pharmaceutical_treatment
chrpharm_med36_add_past,past_pharmaceutical_treatment
chrpharm_med37_past,past_pharmaceutical_treatment
chrpharm_med37_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med37_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med37_past,past_pharmaceutical_treatment
chrpharm_med37_onset_past,past_pharmaceutical_treatment
chrpharm_med37_offset_past,past_pharmaceutical_treatment
chrpharm_med37_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med37_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med37_use_past,past_pharmaceutical_treatment
chrpharm_med37_dosage_past,past_pharmaceutical_treatment
chrpharm_med37_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med37_invalid_past,past_pharmaceutical_treatment
chrpharm_med37_frequency_past,past_pharmaceutical_treatment
chrpharm_med37_datasource_past,past_pharmaceutical_treatment
chrpharm_med37_other_past,past_pharmaceutical_treatment
chrpharm_med37_comp_past,past_pharmaceutical_treatment
chrpharm_med37_indication_past,past_pharmaceutical_treatment
chrpharm_med37_other2_past,past_pharmaceutical_treatment
chrpharm_med37_comments_past,past_pharmaceutical_treatment
chrpharm_med37_add_past,past_pharmaceutical_treatment
chrpharm_med38_past,past_pharmaceutical_treatment
chrpharm_med38_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med38_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med38_past,past_pharmaceutical_treatment
chrpharm_med38_onset_past,past_pharmaceutical_treatment
chrpharm_med38_offset_past,past_pharmaceutical_treatment
chrpharm_med38_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med38_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med38_use_past,past_pharmaceutical_treatment
chrpharm_med38_dosage_past,past_pharmaceutical_treatment
chrpharm_med38_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med38_invalid_past,past_pharmaceutical_treatment
chrpharm_med38_frequency_past,past_pharmaceutical_treatment
chrpharm_med38_datasource_past,past_pharmaceutical_treatment
chrpharm_med38_other_past,past_pharmaceutical_treatment
chrpharm_med38_comp_past,past_pharmaceutical_treatment
chrpharm_med38_indication_past,past_pharmaceutical_treatment
chrpharm_med38_other2_past,past_pharmaceutical_treatment
chrpharm_med38_comments_past,past_pharmaceutical_treatment
chrpharm_med38_add_past,past_pharmaceutical_treatment
chrpharm_med39_past,past_pharmaceutical_treatment
chrpharm_med39_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med39_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med39_past,past_pharmaceutical_treatment
chrpharm_med39_onset_past,past_pharmaceutical_treatment
chrpharm_med39_offset_past,past_pharmaceutical_treatment
chrpharm_med39_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med39_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med39_use_past,past_pharmaceutical_treatment
chrpharm_med39_dosage_past,past_pharmaceutical_treatment
chrpharm_med39_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med39_invalid_past,past_pharmaceutical_treatment
chrpharm_med39_frequency_past,past_pharmaceutical_treatment
chrpharm_med39_datasource_past,past_pharmaceutical_treatment
chrpharm_med39_other_past,past_pharmaceutical_treatment
chrpharm_med39_comp_past,past_pharmaceutical_treatment
chrpharm_med39_indication_past,past_pharmaceutical_treatment
chrpharm_med39_other2_past,past_pharmaceutical_treatment
chrpharm_med39_comments_past,past_pharmaceutical_treatment
chrpharm_med39_add_past,past_pharmaceutical_treatment
chrpharm_med40_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med40_past,past_pharmaceutical_treatment
chrpharm_med40_name_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med40_past,past_pharmaceutical_treatment
chrpharm_med40_onset_past,past_pharmaceutical_treatment
chrpharm_med40_offset_past,past_pharmaceutical_treatment
chrpharm_med40_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med40_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med40_use_past,past_pharmaceutical_treatment
chrpharm_med40_dosage_past,past_pharmaceutical_treatment
chrpharm_med40_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med40_invalid_past,past_pharmaceutical_treatment
chrpharm_med40_frequency_past,past_pharmaceutical_treatment
chrpharm_med40_datasource_past,past_pharmaceutical_treatment
chrpharm_med40_other_past,past_pharmaceutical_treatment
chrpharm_med40_comp_past,past_pharmaceutical_treatment
chrpharm_med40_indication_past,past_pharmaceutical_treatment
chrpharm_med40_other2_past,past_pharmaceutical_treatment
chrpharm_med40_comments_past,past_pharmaceutical_treatment
chrpharm_med40_add_past,past_pharmaceutical_treatment
chrpharm_med41_past,past_pharmaceutical_treatment
chrpharm_med41_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med41_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med41_past,past_pharmaceutical_treatment
chrpharm_med41_onset_past,past_pharmaceutical_treatment
chrpharm_med41_offset_past,past_pharmaceutical_treatment
chrpharm_med41_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med41_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med41_use_past,past_pharmaceutical_treatment
chrpharm_med41_dosage_past,past_pharmaceutical_treatment
chrpharm_med41_dosage_2_past,past_pharmaceutical_treatment
chrpharm_med41_invalid_past,past_pharmaceutical_treatment
chrpharm_med41_frequency_past,past_pharmaceutical_treatment
chrpharm_med41_datasource_past,past_pharmaceutical_treatment
chrpharm_med41_other_past,past_pharmaceutical_treatment
chrpharm_med41_comp_past,past_pharmaceutical_treatment
chrpharm_med41_indication_past,past_pharmaceutical_treatment
chrpharm_med41_other2_past,past_pharmaceutical_treatment
chrpharm_med41_comments_past,past_pharmaceutical_treatment
chrpharm_med41_add_past,past_pharmaceutical_treatment
chrpharm_med42_past,past_pharmaceutical_treatment
chrpharm_med42_name_past,past_pharmaceutical_treatment
chrpharm_dose_lowerlimit_med42_past,past_pharmaceutical_treatment
chrpharm_dose_upperlimit_med42_past,past_pharmaceutical_treatment
chrpharm_med42_onset_past,past_pharmaceutical_treatment
chrpharm_med42_offset_past,past_pharmaceutical_treatment
chrpharm_med42_dateinvalid_past,past_pharmaceutical_treatment
chrpharm_med42_dateinvalid_past_2,past_pharmaceutical_treatment
chrpharm_med42_use_past,past_pharmaceutical_treatment
